id,Associated Disease
755,Analbuminemia
756,Analgesia in various types of cancer
757,anaphylaxis
758,Anaphylaxis Adjunct
759,Anaplasia
760,anaplastic astrocytoma
761,Anaplastic carcinoma
762,anaplastic ependymoma
763,anaplastic large cell lymphoma
764,Anaplastic large T-cell systemic malignant lymphoma
765,Anaplastic lymphoma kinase positive anaplastic large cell lymphoma
766,anaplastic oligoastrocytoma
767,anaplastic oligodendroglioma
768,anaplastic thyroid carcinoma
769,Anasarca
770,anauxetic dysplasia
771,anauxetic dysplasia 1
772,anauxetic dysplasia 2
773,Ancell-Spiegler cylindromas
774,Andersen-Tawil syndrome
775,androgen insensitivity syndrome
776,Androgen Receptor Deficiency
777,androgenetic alopecia
778,ANE syndrome
779,anemia
780,Anemia due to and following chemotherapy
781,Anemia due to Bleeding Uterine Leiomyoma
782,Anemia due to chemotherapy
783,Anemia in chronic kidney disease
784,Anemia of chronic renal failure
785,Anemia of renal disease
786,"anemia, congenital dyserythropoietic, type 1a"
787,"Anemia, Hemolytic"
788,"Anemia, Hemolytic, Acquired"
789,"Anemia, Hemolytic, Congenital"
790,"Anemia, Hemolytic, Idiopathic Acquired"
791,"Anemia, hereditary spherocytic hemolytic"
792,"anemia, hypochromic microcytic with iron overload"
793,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1"
794,"Anemia, Microangiopathic"
795,"ANEMIA, NEONATAL HEMOLYTIC, FATAL AND NEAR-FATAL"
796,"anemia, nonspherocytic hemolytic, due to G6PD deficiency"
797,"ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY"
798,"ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY"
799,"ANEMIA, SIDEROBLASTIC, 4"
800,"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive"
801,"Anemia, Splenic"
802,"ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES"
803,anencephaly
804,Anesthesia for cesarean section
805,aneuploidy
806,Aneurysm
807,aneurysm-osteoarthritis syndrome
808,"Aneurysm, Anterior Cerebral Artery"
809,"Aneurysm, Anterior Communicating Artery"
810,"Aneurysm, Basilar Artery"
811,"Aneurysm, Dissecting"
812,"aneurysm, intracranial berry type 1"
813,"Aneurysm, Middle Cerebral Artery"
814,"Aneurysm, Posterior Cerebral Artery"
815,"Aneurysm, Posterior Communicating Artery"
816,Angel shaped phalangoepiphyseal dysplasia
817,angel-shaped phalango-epiphyseal dysplasia
818,Angelman syndrome
819,Angina Pectoris
820,Angina Pectoris Prevention
821,"Angina, Stable"
822,Angioblastic Meningioma
823,angiocentric glioma
824,angiodysplasia
825,angioedema
826,"ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO"
827,Angioendotheliomatosis
828,angioid streaks
829,angioimmunoblastic T-cell lymphoma
830,angiokeratoma
831,Angioma
832,angiomatous meningioma
833,angiomyolipoma
834,angiomyxoma
835,angioosteohypertrophic syndrome
836,angiosarcoma
837,angle-closure glaucoma
838,anhaptoglobinemia
839,Anhedonia
840,anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome
841,Anhydrotic Ectodermal Dysplasias
842,Animal Mammary Neoplasms
843,aniridia
844,aniridia 1
845,aniridia 2
846,aniridia 3
847,aniridia-cerebellar ataxia-intellectual disability syndrome
848,anisometropia
849,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
850,ankyloglossia
851,ankylosing spondylitis
852,ankylosis
853,annular epidermolytic ichthyosis
854,anodontia
855,anogenital human papillomavirus infection
856,ANONYCHIA
857,anophthalmia/microphthalmia-esophageal atresia syndrome
858,Anophthalmos
859,Anorexia
860,Anorexia from HIV
861,anorexia nervosa
862,anosmia
863,"anosmia, isolated congenital"
864,anovulation
865,Anoxemia
866,Anoxia
867,Anoxia due to high altitude
868,Anoxia of brain
869,"Anoxia-Ischemia, Brain"
870,"Anoxia-Ischemia, Cerebral"
871,Anoxic Encephalopathy
872,Anoxic-Ischemic Encephalopathy
873,antecubital pterygium syndrome
874,Anterior Cerebral Circulation Infarction
875,Anterior Choroidal Artery Infarction
876,Anterior Circulation Brain Infarction
877,Anterior Horn Cell Disease
878,anterior horn disease
879,anterior ischemic optic neuropathy
880,ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT
881,anterior segment dysgenesis 1
882,anterior segment dysgenesis 3
883,anterior segment dysgenesis 4
884,ANTERIOR SEGMENT DYSGENESIS 5
885,anterior segment dysgenesis 6
886,anterior segment dysgenesis 7
887,anterior segment dysgenesis 8
888,Anterior segment mesenchymal dysgenesis
889,anterior uveitis
890,anthracosis
891,anthrax infection
892,Anti-Neutrophil Cytoplasmic Autoantibody (ANCA)-associated vasculitis (granulomatosis with polyangiitis and microscopic polyangiitis)
893,"Anti-plasmin deficiency, congenital"
894,Antibody Deficiency Syndrome
895,Anticholinergic Toxicity
896,antiphospholipid syndrome
897,antisocial personality disorder
898,antithrombin III deficiency
899,Antley-Bixler syndrome
900,Antley-Bixler Syndrome Phenotype
901,Antley-Bixler Syndrome with Disordered Steroidogenesis
902,Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
903,Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis
904,"Antley-Bixler Syndrome, Autosomal Dominant"
905,anuria
906,anus neoplasm
907,"Anus, Imperforate"
908,Anxiety
909,Anxiety associated with Menopause
910,anxiety disorder
911,Anxiety Disorders
912,Anxiety due to Cardiac Asthma
913,Anxiety neurosis (finding)
914,"Anxiety States, Neurotic"
915,Aorta Dextratransposition with Intact Ventricular Septum
916,aortic aneurysm
917,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1"
918,"aortic aneurysm, familial thoracic 10"
919,"aortic aneurysm, familial thoracic 11, susceptibility to"
920,"Aortic aneurysm, familial thoracic 3"
921,"aortic aneurysm, familial thoracic 4"
922,"aortic aneurysm, familial thoracic 6"
923,"aortic aneurysm, familial thoracic 7"
924,"aortic aneurysm, familial thoracic 8"
925,"aortic aneurysm, familial thoracic 9"
926,"Aortic Aneurysm, Thoracoabdominal"
927,aortic disease
928,Aortic dissection
929,Aortic Rupture
930,aortic stenosis
931,aortic valve calcification
932,aortic valve disease
933,aortic valve disease 1
934,aortic valve disease 2
935,aortic valve insufficiency
936,aortic valve stenosis
937,"Aortic Valve, Calcification of"
938,Aortitis Syndrome
939,apert syndrome
940,Apert-Crouzon Disease
941,"Aphakia, congenital primary"
942,aphasia
943,"Aphasia, Acquired"
944,"Aphasia, Ageusic"
945,"Aphasia, Auditory Discriminatory"
946,"Aphasia, Commisural"
947,"Aphasia, Functional"
948,"Aphasia, Global"
949,"Aphasia, Graphomotor"
950,"Aphasia, Intellectual"
951,"Aphasia, Mixed"
952,"Aphasia, Post-Ictal"
953,"Aphasia, Post-Traumatic"
954,"Aphasia, Progressive"
955,"Aphasia, Semantic"
956,"Aphasia, Syntactical"
957,aphthous stomatitis
958,aplasia cutis congenita
959,aplasia of lacrimal and salivary glands
960,aplastic anemia
961,"APLASTIC ANEMIA, SUSCEPTIBILITY TO (finding)"
962,Apnea
963,Apnea in the newborn
964,"Apnea, Postanesthetic"
965,"APNEA, POSTANESTHETIC, DUE TO BCHE, ATYPICAL-1"
966,Apolipoprotein A-I associated Amyloidosis
967,apolipoprotein A-I deficiency
968,Apolipoprotein A-II associated Amyloidosis
969,Apolipoprotein A-IV associated Amyloidosis
970,Apolipoprotein C-II associated Amyloidosis
971,Apolipoprotein C-III associated Amyloidosis
972,apolipoprotein c-III deficiency
973,"Apolipoprotein E, Deficiency or Defect of"
974,apparent mineralocorticoid excess
975,apparent mineralocorticoid excess syndrome
976,appendicitis
977,Appetite Disorders
978,apraxia
979,Apraxia of Phonation
980,"Apraxia, Articulatory"
981,"Apraxia, Developmental Verbal"
982,"Apraxia, Facial-Oral"
983,"Apraxia, Gestural"
984,"Apraxia, Motor"
985,"Apraxia, Oral"
986,"Apraxia, Verbal"
987,Apraxias
988,Aprosencephaly
989,Aprosodia
990,Aptyalism
991,Aqueductal Stenosis
992,Arachnodactyly
993,arcus senilis
994,Arenaviridae Infections
995,Arenaviridae infectious disease
996,"Argininosuccinic Acid Synthetase Deficiency Disease, Partial"
997,"Argininosuccinic Acid Synthetase Deficiency, Complete"
998,argininosuccinic aciduria
999,Arhinencephaly
1000,"arhinia, choanal atresia, and microphthalmia"
1001,ariboflavinosis
1002,Arnold Chiari Malformation
1003,"Arnold-Chiari Malformation, Type I"
1004,"Arnold-Chiari Malformation, Type III"
1005,"Arnold-Chiari Malformation, Type IV"
1006,aromatase deficiency
1007,aromatase excess syndrome
1008,Aromatic amino acid decarboxylase deficiency
1009,aromatic L-amino acid decarboxylase deficiency
1010,Arrest of spermatogenesis
1011,Arrhythmias During Surgery
1012,"Arrhythmias, Cardiac"
1013,arrhythmogenic cardiomyopathy with woolly hair and keratoderma
1014,arrhythmogenic right ventricular cardiomyopathy
1015,arrhythmogenic right ventricular dysplasia 1
1016,arrhythmogenic right ventricular dysplasia 10
1017,arrhythmogenic right ventricular dysplasia 11
1018,arrhythmogenic right ventricular dysplasia 12
1019,arrhythmogenic right ventricular dysplasia 13
1020,arrhythmogenic right ventricular dysplasia 2
1021,arrhythmogenic right ventricular dysplasia 5
1022,arrhythmogenic right ventricular dysplasia 8
1023,arrhythmogenic right ventricular dysplasia 9
1024,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 1"
1025,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11"
1026,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, AND MILD PALMOPLANTAR KERATODERMA WITH OR WITHOUT WOOLLY HAIR"
1027,Arsenic Encephalopathy
1028,Arsenic Induced Polyneuropathy
1029,Arsenic Poisoning
1030,"Arsenic Poisoning, Inorganic"
1031,arterial calcification of infancy
1032,"arterial calcification, generalized, of infancy, 1"
1033,"arterial calcification, generalized, of infancy, 2"
1034,"Arterial Diseases, Common Carotid"
1035,arterial disorder
1036,Arterial embolus and thrombosis
1037,Arterial Fatty Streak
1038,Arterial Occlusive Diseases
1039,Arterial tortuosity
1040,arterial tortuosity syndrome
1041,arteriosclerosis disorder
1042,Arteriosclerotic Dementia
1043,Arteriosclerotic Parkinsonism
1044,arteriovenous hemangioma/malformation
1045,arteriovenous malformations of the brain
1046,"Arteriovenous Malformations, Cerebral"
1047,arteritis
1048,Arthralgia
1049,arthritic joint disease
1050,Arthritic Pain
1051,"Arthritis, Adjuvant-Induced"
1052,"Arthritis, Bacterial"
1053,"Arthritis, Collagen-Induced"
1054,"Arthritis, Experimental"
1055,"Arthritis, Infectious"
1056,"Arthritis, Suppurative"
1057,"Arthritis, Viral"
1058,arthrogryposis
1059,arthrogryposis multiplex congenita
1060,"arthrogryposis multiplex congenita 1, neurogenic, with myelin defect"
1061,"arthrogryposis multiplex congenita 2, neurogenic type"
1062,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT"
1063,Arthrogryposis renal dysfunction cholestasis syndrome
1064,arthrogryposis syndrome
1065,arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome
1066,arthrogryposis-like syndrome
1067,arthrogryposis-renal dysfunction-cholestasis syndrome
1068,"arthrogryposis, distal, type 1A"
1069,"arthrogryposis, distal, type 1B"
1070,"arthrogryposis, distal, with impaired proprioception and touch"
1071,"arthrogryposis, Perthes disease, and upward gaze palsy"
1072,"arthrogryposis, renal dysfunction, and cholestasis 1"
1073,"arthrogryposis, renal dysfunction, and cholestasis 2"
1074,arthropathy
1075,Arts syndrome
1076,Arylsulfatase A Deficiency
1077,As If Personality
1078,asbestos-related lung carcinoma
1079,asbestosis
1080,ascariasis
1081,Ascites
1082,aseptic meningitis
1083,Aseptic Necrosis of Bone
1084,Aseptic Necrosis of Femur Head
1085,Aspartylglucosamidase (AGA) deficiency
1086,aspartylglucosaminuria
1087,Asperger syndrome
1088,"Asperger syndrome, X-linked, susceptibility to, 1"
1089,"Asperger syndrome, X-linked, susceptibility to, 2"
1090,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)"
1091,aspergillosis
1092,Asphyxia
1093,asphyxiating thoracic dystrophy 1
1094,asphyxiating thoracic dystrophy 2
1095,asphyxiating thoracic dystrophy 3
1096,asphyxiating thoracic dystrophy 4
1097,asphyxiating thoracic dystrophy 5
1098,aspiration pneumonia
1099,aspiration pneumonitis
1100,Asplenia Syndrome
1101,Asterixis
1102,Asthenia
1103,Asthenozoospermia
1104,asthma
1105,Asthma management
1106,Asthma night-time symptoms
1107,Asthma-chronic obstructive pulmonary disease overlap syndrome
1108,"asthma-related traits, susceptibility to, 1"
1109,"asthma-related traits, susceptibility to, 2"
1110,"asthma-related traits, susceptibility to, 5"
1111,"asthma-related traits, susceptibility to, 7"
1112,"Asthma, Aspirin-Induced"
1113,"asthma, nasal polyps, and aspirin intolerance"
1114,astroblastoma
1115,astrocytic tumor
1116,astrocytoma (excluding glioblastoma)
1117,Astrocytosis
1118,Asymmetric crying face association
1119,Asymmetric Diabetic Proximal Motor Neuropathy
1120,Asymmetric Septal Hypertrophy
1121,Asymptomatic Inflammatory Prostatitis
1122,Asymptomatic left ventricular systolic dysfunction
1123,At risk of osteoporosis
1124,At risk of osteoporotic fracture
1125,At risk of venous thromboembolus
1126,Ataxia
1127,ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome
1128,ataxia - oculomotor apraxia type 4
1129,ataxia - telangiectasia variant
1130,"ataxia and polyneuropathy, adult-onset"
1131,ataxia telangiectasia
1132,"Ataxia with Lactic Acidosis, Type I"
1133,ataxia with oculomotor apraxia type 3
1134,Ataxia with vitamin E deficiency
1135,ataxia-hypogonadism-choroidal dystrophy syndrome
1136,ataxia-pancytopenia syndrome
1137,ataxia-telangiectasia-like disorder
1138,ataxia-telangiectasia-like disorder 1
1139,ataxia-telangiectasia-like disorder 2
1140,Ataxia-Telangiectasisa-Like Disorder 1
1141,"Ataxia, Appendicular"
1142,"ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia"
1143,"Ataxia, Motor"
1144,"Ataxia, Sensory"
1145,"Ataxia, Truncal"
1146,"Ataxias, Hereditary"
1147,atelosteogenesis
1148,Atelosteogenesis Type 3
1149,atelosteogenesis type I
1150,atelosteogenesis type II
1151,atelosteogenesis type III
1152,"Atelosteogenesis, type 1"
1153,Athabaskan brainstem dysgenesis
1154,Athabaskan severe combined immunodeficiency
1155,Atherogenesis
1156,Atheroma
1157,atherosclerosis
1158,Atherosclerotic occlusive disease
1159,Atherosclerotic Parkinsonism
1160,athetoid cerebral palsy
1161,athyreosis
1162,Atkin syndrome
1163,Atonic Absence Seizures
1164,Atonic seizure
1165,Atony of uterus
1166,atopic conjunctivitis
1167,atopic dermatitis 2
1168,atopic eczema
1169,atransferrinemia
1170,atrial conduction disease
1171,atrial fibrillation
1172,"atrial fibrillation, familial, 1"
1173,"atrial fibrillation, familial, 10"
1174,"atrial fibrillation, familial, 11"
1175,"atrial fibrillation, familial, 12"
1176,"atrial fibrillation, familial, 13"
1177,"atrial fibrillation, familial, 14"
1178,"atrial fibrillation, familial, 15"
1179,"ATRIAL FIBRILLATION, FAMILIAL, 16"
1180,"ATRIAL FIBRILLATION, FAMILIAL, 17"
1181,"atrial fibrillation, familial, 18"
1182,"atrial fibrillation, familial, 3"
1183,"atrial fibrillation, familial, 4"
1184,"atrial fibrillation, familial, 6"
1185,"atrial fibrillation, familial, 7"
1186,"atrial fibrillation, familial, 9"
1187,Atrial flutter
1188,atrial septal defect
1189,atrial septal defect 2
1190,atrial septal defect 3
1191,atrial septal defect 4
1192,atrial septal defect 5
1193,atrial septal defect 6
1194,atrial septal defect 7
1195,ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS
1196,atrial septal defect 8
1197,atrial septal defect 9
1198,Atrial Septal Defect Sinus Venosus
1199,atrial standstill
1200,atrial standstill 1
1201,atrial standstill 2
1202,atrichia with papular lesions
1203,atrioventricular block
1204,ATRIOVENTRICULAR CANAL DEFECT
1205,atrioventricular dissociation
1206,atrioventricular septal defect
1207,atrioventricular septal defect 3
1208,atrioventricular septal defect 4
1209,atrioventricular septal defect 5
1210,"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome"
1211,"atrioventricular septal defect, susceptibility to, 2"
1212,Atrophic
1213,Atrophic vaginitis
1214,atrophic vulva
1215,atrophoderma vermiculata
1216,Atrophoderma vermiculatum
1217,Atrophy
1218,"Atrophy, Muscular, Spinobulbar"
1219,Attention Deficit and Disruptive Behavior Disorders
1220,Attention Deficit Disorder
1221,Attention deficit hyperactivity disorder
1222,"attention deficit hyperactivity disorder, inattentive type"
1223,attention deficit-hyperactivity disorder
1224,"attention deficit-hyperactivity disorder, susceptibility to, 7"
1225,attenuated Chédiak-Higashi syndrome
1226,attenuated familial adenomatous polyposis
1227,atypical chronic myeloid leukemia
1228,"atypical chronic myeloid leukemia, BCR-ABL1 negative"
1229,Atypical Ductal Breast Hyperplasia
1230,atypical endometrial hyperplasia
1231,atypical Gaucher disease due to saposin C deficiency
1232,atypical glycine encephalopathy
1233,Atypical hemolytic uremic syndrome (aHUS)
1234,atypical hemolytic-uremic syndrome
1235,atypical hemolytic-uremic syndrome with B factor anomaly
1236,atypical hemolytic-uremic syndrome with C3 anomaly
1237,atypical hemolytic-uremic syndrome with DGKE deficiency
1238,atypical hemolytic-uremic syndrome with I factor anomaly
1239,atypical hemolytic-uremic syndrome with MCP/CD46 anomaly
1240,atypical hemolytic-uremic syndrome with thrombomodulin anomaly
1241,Atypical Inclusion-Body Disease
1242,atypical juvenile parkinsonism
1243,atypical lipomatous tumor
1244,Atypical Parkinson Disease
1245,atypical Rett syndrome
1246,atypical teratoid rhabdoid tumor
1247,atypical Werner syndrome
1248,Auditory Inattention
1249,auditory neuropathy-optic atrophy syndrome
1250,"Auditory Neuropathy, Nonsyndromic Recessive"
1251,auditory perceptual disorders
1252,auditory system disease
1253,Aura
1254,"aural atresia, congenital"
1255,Auriculo-Ventricular Dissociation
1256,auriculocondylar syndrome
1257,auriculocondylar syndrome 1
1258,auriculocondylar syndrome 2
